hourly_counts,date_time,year,month,month_day,week_day,hour,sensor_id,sensor_name
139,2016-04-05 21:00:00,2016,April,5,Tuesday,21,23,Spencer St-Collins St (South)
123,2016-04-05 22:00:00,2016,April,5,Tuesday,22,23,Spencer St-Collins St (South)
70,2016-04-05 23:00:00,2016,April,5,Tuesday,23,23,Spencer St-Collins St (South)
27,2016-04-06 00:00:00,2016,April,6,Wednesday,0,23,Spencer St-Collins St (South)
15,2016-04-06 01:00:00,2016,April,6,Wednesday,1,23,Spencer St-Collins St (South)
12,2016-04-06 02:00:00,2016,April,6,Wednesday,2,23,Spencer St-Collins St (South)
5,2016-04-06 03:00:00,2016,April,6,Wednesday,3,23,Spencer St-Collins St (South)
2,2016-04-06 04:00:00,2016,April,6,Wednesday,4,23,Spencer St-Collins St (South)
40,2016-04-06 05:00:00,2016,April,6,Wednesday,5,23,Spencer St-Collins St (South)
256,2016-04-06 06:00:00,2016,April,6,Wednesday,6,23,Spencer St-Collins St (South)
674,2016-04-06 07:00:00,2016,April,6,Wednesday,7,23,Spencer St-Collins St (South)
1627,2016-04-06 08:00:00,2016,April,6,Wednesday,8,23,Spencer St-Collins St (South)
962,2016-04-06 09:00:00,2016,April,6,Wednesday,9,23,Spencer St-Collins St (South)
527,2016-04-06 10:00:00,2016,April,6,Wednesday,10,23,Spencer St-Collins St (South)
485,2016-04-06 11:00:00,2016,April,6,Wednesday,11,23,Spencer St-Collins St (South)
815,2016-04-06 12:00:00,2016,April,6,Wednesday,12,23,Spencer St-Collins St (South)
739,2016-04-06 13:00:00,2016,April,6,Wednesday,13,23,Spencer St-Collins St (South)
477,2016-04-06 14:00:00,2016,April,6,Wednesday,14,23,Spencer St-Collins St (South)
506,2016-04-06 15:00:00,2016,April,6,Wednesday,15,23,Spencer St-Collins St (South)
702,2016-04-06 16:00:00,2016,April,6,Wednesday,16,23,Spencer St-Collins St (South)
1032,2016-04-06 17:00:00,2016,April,6,Wednesday,17,23,Spencer St-Collins St (South)
557,2016-04-06 18:00:00,2016,April,6,Wednesday,18,23,Spencer St-Collins St (South)
284,2016-04-06 19:00:00,2016,April,6,Wednesday,19,23,Spencer St-Collins St (South)
195,2016-04-06 20:00:00,2016,April,6,Wednesday,20,23,Spencer St-Collins St (South)
187,2016-04-06 21:00:00,2016,April,6,Wednesday,21,23,Spencer St-Collins St (South)
259,2016-04-06 22:00:00,2016,April,6,Wednesday,22,23,Spencer St-Collins St (South)
156,2016-04-06 23:00:00,2016,April,6,Wednesday,23,23,Spencer St-Collins St (South)
77,2016-04-07 00:00:00,2016,April,7,Thursday,0,23,Spencer St-Collins St (South)
25,2016-04-07 01:00:00,2016,April,7,Thursday,1,23,Spencer St-Collins St (South)
16,2016-04-07 02:00:00,2016,April,7,Thursday,2,23,Spencer St-Collins St (South)
13,2016-04-07 03:00:00,2016,April,7,Thursday,3,23,Spencer St-Collins St (South)
13,2016-04-07 04:00:00,2016,April,7,Thursday,4,23,Spencer St-Collins St (South)
63,2016-04-07 05:00:00,2016,April,7,Thursday,5,23,Spencer St-Collins St (South)
197,2016-04-07 06:00:00,2016,April,7,Thursday,6,23,Spencer St-Collins St (South)
666,2016-04-07 07:00:00,2016,April,7,Thursday,7,23,Spencer St-Collins St (South)
1389,2016-04-07 08:00:00,2016,April,7,Thursday,8,23,Spencer St-Collins St (South)
729,2016-04-07 09:00:00,2016,April,7,Thursday,9,23,Spencer St-Collins St (South)
480,2016-04-07 10:00:00,2016,April,7,Thursday,10,23,Spencer St-Collins St (South)
603,2016-04-07 11:00:00,2016,April,7,Thursday,11,23,Spencer St-Collins St (South)
1114,2016-04-07 12:00:00,2016,April,7,Thursday,12,23,Spencer St-Collins St (South)
1005,2016-04-07 13:00:00,2016,April,7,Thursday,13,23,Spencer St-Collins St (South)
593,2016-04-07 14:00:00,2016,April,7,Thursday,14,23,Spencer St-Collins St (South)
504,2016-04-07 15:00:00,2016,April,7,Thursday,15,23,Spencer St-Collins St (South)
656,2016-04-07 16:00:00,2016,April,7,Thursday,16,23,Spencer St-Collins St (South)
975,2016-04-07 17:00:00,2016,April,7,Thursday,17,23,Spencer St-Collins St (South)
514,2016-04-07 18:00:00,2016,April,7,Thursday,18,23,Spencer St-Collins St (South)
322,2016-04-07 19:00:00,2016,April,7,Thursday,19,23,Spencer St-Collins St (South)
197,2016-04-07 20:00:00,2016,April,7,Thursday,20,23,Spencer St-Collins St (South)
202,2016-04-07 21:00:00,2016,April,7,Thursday,21,23,Spencer St-Collins St (South)
267,2016-04-07 22:00:00,2016,April,7,Thursday,22,23,Spencer St-Collins St (South)
159,2016-04-07 23:00:00,2016,April,7,Thursday,23,23,Spencer St-Collins St (South)
62,2016-04-08 00:00:00,2016,April,8,Friday,0,23,Spencer St-Collins St (South)
29,2016-04-08 01:00:00,2016,April,8,Friday,1,23,Spencer St-Collins St (South)
24,2016-04-08 02:00:00,2016,April,8,Friday,2,23,Spencer St-Collins St (South)
17,2016-04-08 03:00:00,2016,April,8,Friday,3,23,Spencer St-Collins St (South)
9,2016-04-08 04:00:00,2016,April,8,Friday,4,23,Spencer St-Collins St (South)
36,2016-04-08 05:00:00,2016,April,8,Friday,5,23,Spencer St-Collins St (South)
193,2016-04-08 06:00:00,2016,April,8,Friday,6,23,Spencer St-Collins St (South)
585,2016-04-08 07:00:00,2016,April,8,Friday,7,23,Spencer St-Collins St (South)
1244,2016-04-08 08:00:00,2016,April,8,Friday,8,23,Spencer St-Collins St (South)
783,2016-04-08 09:00:00,2016,April,8,Friday,9,23,Spencer St-Collins St (South)
497,2016-04-08 10:00:00,2016,April,8,Friday,10,23,Spencer St-Collins St (South)
516,2016-04-08 11:00:00,2016,April,8,Friday,11,23,Spencer St-Collins St (South)
889,2016-04-08 12:00:00,2016,April,8,Friday,12,23,Spencer St-Collins St (South)
936,2016-04-08 13:00:00,2016,April,8,Friday,13,23,Spencer St-Collins St (South)
671,2016-04-08 14:00:00,2016,April,8,Friday,14,23,Spencer St-Collins St (South)
602,2016-04-08 15:00:00,2016,April,8,Friday,15,23,Spencer St-Collins St (South)
768,2016-04-08 16:00:00,2016,April,8,Friday,16,23,Spencer St-Collins St (South)
1079,2016-04-08 17:00:00,2016,April,8,Friday,17,23,Spencer St-Collins St (South)
607,2016-04-08 18:00:00,2016,April,8,Friday,18,23,Spencer St-Collins St (South)
341,2016-04-08 19:00:00,2016,April,8,Friday,19,23,Spencer St-Collins St (South)
253,2016-04-08 20:00:00,2016,April,8,Friday,20,23,Spencer St-Collins St (South)
209,2016-04-08 21:00:00,2016,April,8,Friday,21,23,Spencer St-Collins St (South)
222,2016-04-08 22:00:00,2016,April,8,Friday,22,23,Spencer St-Collins St (South)
139,2016-04-08 23:00:00,2016,April,8,Friday,23,23,Spencer St-Collins St (South)
82,2016-04-09 00:00:00,2016,April,9,Saturday,0,23,Spencer St-Collins St (South)
48,2016-04-09 01:00:00,2016,April,9,Saturday,1,23,Spencer St-Collins St (South)
40,2016-04-09 02:00:00,2016,April,9,Saturday,2,23,Spencer St-Collins St (South)
36,2016-04-09 03:00:00,2016,April,9,Saturday,3,23,Spencer St-Collins St (South)
9,2016-04-09 04:00:00,2016,April,9,Saturday,4,23,Spencer St-Collins St (South)
26,2016-04-09 05:00:00,2016,April,9,Saturday,5,23,Spencer St-Collins St (South)
35,2016-04-09 06:00:00,2016,April,9,Saturday,6,23,Spencer St-Collins St (South)
62,2016-04-09 07:00:00,2016,April,9,Saturday,7,23,Spencer St-Collins St (South)
163,2016-04-09 08:00:00,2016,April,9,Saturday,8,23,Spencer St-Collins St (South)
186,2016-04-09 09:00:00,2016,April,9,Saturday,9,23,Spencer St-Collins St (South)
302,2016-04-09 10:00:00,2016,April,9,Saturday,10,23,Spencer St-Collins St (South)
255,2016-04-09 11:00:00,2016,April,9,Saturday,11,23,Spencer St-Collins St (South)
324,2016-04-09 12:00:00,2016,April,9,Saturday,12,23,Spencer St-Collins St (South)
290,2016-04-09 13:00:00,2016,April,9,Saturday,13,23,Spencer St-Collins St (South)
250,2016-04-09 14:00:00,2016,April,9,Saturday,14,23,Spencer St-Collins St (South)
244,2016-04-09 15:00:00,2016,April,9,Saturday,15,23,Spencer St-Collins St (South)
345,2016-04-09 16:00:00,2016,April,9,Saturday,16,23,Spencer St-Collins St (South)
390,2016-04-09 17:00:00,2016,April,9,Saturday,17,23,Spencer St-Collins St (South)
305,2016-04-09 18:00:00,2016,April,9,Saturday,18,23,Spencer St-Collins St (South)
236,2016-04-09 19:00:00,2016,April,9,Saturday,19,23,Spencer St-Collins St (South)
218,2016-04-09 20:00:00,2016,April,9,Saturday,20,23,Spencer St-Collins St (South)
215,2016-04-09 21:00:00,2016,April,9,Saturday,21,23,Spencer St-Collins St (South)
214,2016-04-09 22:00:00,2016,April,9,Saturday,22,23,Spencer St-Collins St (South)
186,2016-04-09 23:00:00,2016,April,9,Saturday,23,23,Spencer St-Collins St (South)
107,2016-04-10 00:00:00,2016,April,10,Sunday,0,23,Spencer St-Collins St (South)
101,2016-04-10 01:00:00,2016,April,10,Sunday,1,23,Spencer St-Collins St (South)
52,2016-04-10 02:00:00,2016,April,10,Sunday,2,23,Spencer St-Collins St (South)
40,2016-04-10 03:00:00,2016,April,10,Sunday,3,23,Spencer St-Collins St (South)
44,2016-04-10 04:00:00,2016,April,10,Sunday,4,23,Spencer St-Collins St (South)
28,2016-04-10 05:00:00,2016,April,10,Sunday,5,23,Spencer St-Collins St (South)
42,2016-04-10 06:00:00,2016,April,10,Sunday,6,23,Spencer St-Collins St (South)
89,2016-04-10 07:00:00,2016,April,10,Sunday,7,23,Spencer St-Collins St (South)
172,2016-04-10 08:00:00,2016,April,10,Sunday,8,23,Spencer St-Collins St (South)
220,2016-04-10 09:00:00,2016,April,10,Sunday,9,23,Spencer St-Collins St (South)
218,2016-04-10 10:00:00,2016,April,10,Sunday,10,23,Spencer St-Collins St (South)
211,2016-04-10 11:00:00,2016,April,10,Sunday,11,23,Spencer St-Collins St (South)
216,2016-04-10 12:00:00,2016,April,10,Sunday,12,23,Spencer St-Collins St (South)
263,2016-04-10 13:00:00,2016,April,10,Sunday,13,23,Spencer St-Collins St (South)
300,2016-04-10 14:00:00,2016,April,10,Sunday,14,23,Spencer St-Collins St (South)
256,2016-04-10 15:00:00,2016,April,10,Sunday,15,23,Spencer St-Collins St (South)
213,2016-04-10 16:00:00,2016,April,10,Sunday,16,23,Spencer St-Collins St (South)
217,2016-04-10 17:00:00,2016,April,10,Sunday,17,23,Spencer St-Collins St (South)
332,2016-04-10 18:00:00,2016,April,10,Sunday,18,23,Spencer St-Collins St (South)
209,2016-04-10 19:00:00,2016,April,10,Sunday,19,23,Spencer St-Collins St (South)
152,2016-04-10 20:00:00,2016,April,10,Sunday,20,23,Spencer St-Collins St (South)
148,2016-04-10 21:00:00,2016,April,10,Sunday,21,23,Spencer St-Collins St (South)
111,2016-04-10 22:00:00,2016,April,10,Sunday,22,23,Spencer St-Collins St (South)
51,2016-04-10 23:00:00,2016,April,10,Sunday,23,23,Spencer St-Collins St (South)
39,2016-04-11 00:00:00,2016,April,11,Monday,0,23,Spencer St-Collins St (South)
12,2016-04-11 01:00:00,2016,April,11,Monday,1,23,Spencer St-Collins St (South)
5,2016-04-11 02:00:00,2016,April,11,Monday,2,23,Spencer St-Collins St (South)
13,2016-04-11 03:00:00,2016,April,11,Monday,3,23,Spencer St-Collins St (South)
2,2016-04-11 04:00:00,2016,April,11,Monday,4,23,Spencer St-Collins St (South)
47,2016-04-11 05:00:00,2016,April,11,Monday,5,23,Spencer St-Collins St (South)
200,2016-04-11 06:00:00,2016,April,11,Monday,6,23,Spencer St-Collins St (South)
570,2016-04-11 07:00:00,2016,April,11,Monday,7,23,Spencer St-Collins St (South)
1398,2016-04-11 08:00:00,2016,April,11,Monday,8,23,Spencer St-Collins St (South)
733,2016-04-11 09:00:00,2016,April,11,Monday,9,23,Spencer St-Collins St (South)
492,2016-04-11 10:00:00,2016,April,11,Monday,10,23,Spencer St-Collins St (South)
431,2016-04-11 11:00:00,2016,April,11,Monday,11,23,Spencer St-Collins St (South)
845,2016-04-11 12:00:00,2016,April,11,Monday,12,23,Spencer St-Collins St (South)
842,2016-04-11 13:00:00,2016,April,11,Monday,13,23,Spencer St-Collins St (South)
568,2016-04-11 14:00:00,2016,April,11,Monday,14,23,Spencer St-Collins St (South)
465,2016-04-11 15:00:00,2016,April,11,Monday,15,23,Spencer St-Collins St (South)
702,2016-04-11 16:00:00,2016,April,11,Monday,16,23,Spencer St-Collins St (South)
1059,2016-04-11 17:00:00,2016,April,11,Monday,17,23,Spencer St-Collins St (South)
527,2016-04-11 18:00:00,2016,April,11,Monday,18,23,Spencer St-Collins St (South)
291,2016-04-11 19:00:00,2016,April,11,Monday,19,23,Spencer St-Collins St (South)
174,2016-04-11 20:00:00,2016,April,11,Monday,20,23,Spencer St-Collins St (South)
175,2016-04-11 21:00:00,2016,April,11,Monday,21,23,Spencer St-Collins St (South)
122,2016-04-11 22:00:00,2016,April,11,Monday,22,23,Spencer St-Collins St (South)
51,2016-04-11 23:00:00,2016,April,11,Monday,23,23,Spencer St-Collins St (South)
58,2016-04-12 00:00:00,2016,April,12,Tuesday,0,23,Spencer St-Collins St (South)
19,2016-04-12 01:00:00,2016,April,12,Tuesday,1,23,Spencer St-Collins St (South)
12,2016-04-12 02:00:00,2016,April,12,Tuesday,2,23,Spencer St-Collins St (South)
5,2016-04-12 03:00:00,2016,April,12,Tuesday,3,23,Spencer St-Collins St (South)
7,2016-04-12 04:00:00,2016,April,12,Tuesday,4,23,Spencer St-Collins St (South)
51,2016-04-12 05:00:00,2016,April,12,Tuesday,5,23,Spencer St-Collins St (South)
206,2016-04-12 06:00:00,2016,April,12,Tuesday,6,23,Spencer St-Collins St (South)
697,2016-04-12 07:00:00,2016,April,12,Tuesday,7,23,Spencer St-Collins St (South)
1549,2016-04-12 08:00:00,2016,April,12,Tuesday,8,23,Spencer St-Collins St (South)
805,2016-04-12 09:00:00,2016,April,12,Tuesday,9,23,Spencer St-Collins St (South)
519,2016-04-12 10:00:00,2016,April,12,Tuesday,10,23,Spencer St-Collins St (South)
413,2016-04-12 11:00:00,2016,April,12,Tuesday,11,23,Spencer St-Collins St (South)
941,2016-04-12 12:00:00,2016,April,12,Tuesday,12,23,Spencer St-Collins St (South)
957,2016-04-12 13:00:00,2016,April,12,Tuesday,13,23,Spencer St-Collins St (South)
506,2016-04-12 14:00:00,2016,April,12,Tuesday,14,23,Spencer St-Collins St (South)
501,2016-04-12 15:00:00,2016,April,12,Tuesday,15,23,Spencer St-Collins St (South)
725,2016-04-12 16:00:00,2016,April,12,Tuesday,16,23,Spencer St-Collins St (South)
1060,2016-04-12 17:00:00,2016,April,12,Tuesday,17,23,Spencer St-Collins St (South)
588,2016-04-12 18:00:00,2016,April,12,Tuesday,18,23,Spencer St-Collins St (South)
356,2016-04-12 19:00:00,2016,April,12,Tuesday,19,23,Spencer St-Collins St (South)
223,2016-04-12 20:00:00,2016,April,12,Tuesday,20,23,Spencer St-Collins St (South)
185,2016-04-12 21:00:00,2016,April,12,Tuesday,21,23,Spencer St-Collins St (South)
176,2016-04-12 22:00:00,2016,April,12,Tuesday,22,23,Spencer St-Collins St (South)
54,2016-04-12 23:00:00,2016,April,12,Tuesday,23,23,Spencer St-Collins St (South)
34,2016-04-13 00:00:00,2016,April,13,Wednesday,0,23,Spencer St-Collins St (South)
8,2016-04-13 01:00:00,2016,April,13,Wednesday,1,23,Spencer St-Collins St (South)
11,2016-04-13 02:00:00,2016,April,13,Wednesday,2,23,Spencer St-Collins St (South)
2,2016-04-13 03:00:00,2016,April,13,Wednesday,3,23,Spencer St-Collins St (South)
1,2016-04-13 04:00:00,2016,April,13,Wednesday,4,23,Spencer St-Collins St (South)
53,2016-04-13 05:00:00,2016,April,13,Wednesday,5,23,Spencer St-Collins St (South)
231,2016-04-13 06:00:00,2016,April,13,Wednesday,6,23,Spencer St-Collins St (South)
696,2016-04-13 07:00:00,2016,April,13,Wednesday,7,23,Spencer St-Collins St (South)
1366,2016-04-13 08:00:00,2016,April,13,Wednesday,8,23,Spencer St-Collins St (South)
772,2016-04-13 09:00:00,2016,April,13,Wednesday,9,23,Spencer St-Collins St (South)
520,2016-04-13 10:00:00,2016,April,13,Wednesday,10,23,Spencer St-Collins St (South)
481,2016-04-13 11:00:00,2016,April,13,Wednesday,11,23,Spencer St-Collins St (South)
867,2016-04-13 12:00:00,2016,April,13,Wednesday,12,23,Spencer St-Collins St (South)
975,2016-04-13 13:00:00,2016,April,13,Wednesday,13,23,Spencer St-Collins St (South)
602,2016-04-13 14:00:00,2016,April,13,Wednesday,14,23,Spencer St-Collins St (South)
539,2016-04-13 15:00:00,2016,April,13,Wednesday,15,23,Spencer St-Collins St (South)
664,2016-04-13 16:00:00,2016,April,13,Wednesday,16,23,Spencer St-Collins St (South)
1008,2016-04-13 17:00:00,2016,April,13,Wednesday,17,23,Spencer St-Collins St (South)
656,2016-04-13 18:00:00,2016,April,13,Wednesday,18,23,Spencer St-Collins St (South)
282,2016-04-13 19:00:00,2016,April,13,Wednesday,19,23,Spencer St-Collins St (South)
224,2016-04-13 20:00:00,2016,April,13,Wednesday,20,23,Spencer St-Collins St (South)
198,2016-04-13 21:00:00,2016,April,13,Wednesday,21,23,Spencer St-Collins St (South)
225,2016-04-13 22:00:00,2016,April,13,Wednesday,22,23,Spencer St-Collins St (South)
104,2016-04-13 23:00:00,2016,April,13,Wednesday,23,23,Spencer St-Collins St (South)
55,2016-04-14 00:00:00,2016,April,14,Thursday,0,23,Spencer St-Collins St (South)
27,2016-04-14 01:00:00,2016,April,14,Thursday,1,23,Spencer St-Collins St (South)
17,2016-04-14 02:00:00,2016,April,14,Thursday,2,23,Spencer St-Collins St (South)
1,2016-04-14 03:00:00,2016,April,14,Thursday,3,23,Spencer St-Collins St (South)
12,2016-04-14 04:00:00,2016,April,14,Thursday,4,23,Spencer St-Collins St (South)
42,2016-04-14 05:00:00,2016,April,14,Thursday,5,23,Spencer St-Collins St (South)
212,2016-04-14 06:00:00,2016,April,14,Thursday,6,23,Spencer St-Collins St (South)
692,2016-04-14 07:00:00,2016,April,14,Thursday,7,23,Spencer St-Collins St (South)
1452,2016-04-14 08:00:00,2016,April,14,Thursday,8,23,Spencer St-Collins St (South)
788,2016-04-14 09:00:00,2016,April,14,Thursday,9,23,Spencer St-Collins St (South)
560,2016-04-14 10:00:00,2016,April,14,Thursday,10,23,Spencer St-Collins St (South)
512,2016-04-14 11:00:00,2016,April,14,Thursday,11,23,Spencer St-Collins St (South)
1036,2016-04-14 12:00:00,2016,April,14,Thursday,12,23,Spencer St-Collins St (South)
992,2016-04-14 13:00:00,2016,April,14,Thursday,13,23,Spencer St-Collins St (South)
623,2016-04-14 14:00:00,2016,April,14,Thursday,14,23,Spencer St-Collins St (South)
608,2016-04-14 15:00:00,2016,April,14,Thursday,15,23,Spencer St-Collins St (South)
775,2016-04-14 16:00:00,2016,April,14,Thursday,16,23,Spencer St-Collins St (South)
996,2016-04-14 17:00:00,2016,April,14,Thursday,17,23,Spencer St-Collins St (South)
589,2016-04-14 18:00:00,2016,April,14,Thursday,18,23,Spencer St-Collins St (South)
274,2016-04-14 19:00:00,2016,April,14,Thursday,19,23,Spencer St-Collins St (South)
236,2016-04-14 20:00:00,2016,April,14,Thursday,20,23,Spencer St-Collins St (South)
185,2016-04-14 21:00:00,2016,April,14,Thursday,21,23,Spencer St-Collins St (South)
154,2016-04-14 22:00:00,2016,April,14,Thursday,22,23,Spencer St-Collins St (South)
102,2016-04-14 23:00:00,2016,April,14,Thursday,23,23,Spencer St-Collins St (South)
67,2016-04-15 00:00:00,2016,April,15,Friday,0,23,Spencer St-Collins St (South)
35,2016-04-15 01:00:00,2016,April,15,Friday,1,23,Spencer St-Collins St (South)
14,2016-04-15 02:00:00,2016,April,15,Friday,2,23,Spencer St-Collins St (South)
18,2016-04-15 03:00:00,2016,April,15,Friday,3,23,Spencer St-Collins St (South)
19,2016-04-15 04:00:00,2016,April,15,Friday,4,23,Spencer St-Collins St (South)
109,2016-04-15 05:00:00,2016,April,15,Friday,5,23,Spencer St-Collins St (South)
259,2016-04-15 06:00:00,2016,April,15,Friday,6,23,Spencer St-Collins St (South)
644,2016-04-15 07:00:00,2016,April,15,Friday,7,23,Spencer St-Collins St (South)
1622,2016-04-15 08:00:00,2016,April,15,Friday,8,23,Spencer St-Collins St (South)
857,2016-04-15 09:00:00,2016,April,15,Friday,9,23,Spencer St-Collins St (South)
533,2016-04-15 10:00:00,2016,April,15,Friday,10,23,Spencer St-Collins St (South)
474,2016-04-15 11:00:00,2016,April,15,Friday,11,23,Spencer St-Collins St (South)
1048,2016-04-15 12:00:00,2016,April,15,Friday,12,23,Spencer St-Collins St (South)
1040,2016-04-15 13:00:00,2016,April,15,Friday,13,23,Spencer St-Collins St (South)
592,2016-04-15 14:00:00,2016,April,15,Friday,14,23,Spencer St-Collins St (South)
610,2016-04-15 15:00:00,2016,April,15,Friday,15,23,Spencer St-Collins St (South)
874,2016-04-15 16:00:00,2016,April,15,Friday,16,23,Spencer St-Collins St (South)
1065,2016-04-15 17:00:00,2016,April,15,Friday,17,23,Spencer St-Collins St (South)
598,2016-04-15 18:00:00,2016,April,15,Friday,18,23,Spencer St-Collins St (South)
338,2016-04-15 19:00:00,2016,April,15,Friday,19,23,Spencer St-Collins St (South)
276,2016-04-15 20:00:00,2016,April,15,Friday,20,23,Spencer St-Collins St (South)
224,2016-04-15 21:00:00,2016,April,15,Friday,21,23,Spencer St-Collins St (South)
238,2016-04-15 22:00:00,2016,April,15,Friday,22,23,Spencer St-Collins St (South)
127,2016-04-15 23:00:00,2016,April,15,Friday,23,23,Spencer St-Collins St (South)
82,2016-04-16 00:00:00,2016,April,16,Saturday,0,23,Spencer St-Collins St (South)
58,2016-04-16 01:00:00,2016,April,16,Saturday,1,23,Spencer St-Collins St (South)
24,2016-04-16 02:00:00,2016,April,16,Saturday,2,23,Spencer St-Collins St (South)
34,2016-04-16 03:00:00,2016,April,16,Saturday,3,23,Spencer St-Collins St (South)
20,2016-04-16 04:00:00,2016,April,16,Saturday,4,23,Spencer St-Collins St (South)
33,2016-04-16 05:00:00,2016,April,16,Saturday,5,23,Spencer St-Collins St (South)
80,2016-04-16 06:00:00,2016,April,16,Saturday,6,23,Spencer St-Collins St (South)
109,2016-04-16 07:00:00,2016,April,16,Saturday,7,23,Spencer St-Collins St (South)
141,2016-04-16 08:00:00,2016,April,16,Saturday,8,23,Spencer St-Collins St (South)
243,2016-04-16 09:00:00,2016,April,16,Saturday,9,23,Spencer St-Collins St (South)
262,2016-04-16 10:00:00,2016,April,16,Saturday,10,23,Spencer St-Collins St (South)
343,2016-04-16 11:00:00,2016,April,16,Saturday,11,23,Spencer St-Collins St (South)
256,2016-04-16 12:00:00,2016,April,16,Saturday,12,23,Spencer St-Collins St (South)
243,2016-04-16 13:00:00,2016,April,16,Saturday,13,23,Spencer St-Collins St (South)
272,2016-04-16 14:00:00,2016,April,16,Saturday,14,23,Spencer St-Collins St (South)
320,2016-04-16 15:00:00,2016,April,16,Saturday,15,23,Spencer St-Collins St (South)
349,2016-04-16 16:00:00,2016,April,16,Saturday,16,23,Spencer St-Collins St (South)
385,2016-04-16 17:00:00,2016,April,16,Saturday,17,23,Spencer St-Collins St (South)
390,2016-04-16 18:00:00,2016,April,16,Saturday,18,23,Spencer St-Collins St (South)
258,2016-04-16 19:00:00,2016,April,16,Saturday,19,23,Spencer St-Collins St (South)
223,2016-04-16 20:00:00,2016,April,16,Saturday,20,23,Spencer St-Collins St (South)
188,2016-04-16 21:00:00,2016,April,16,Saturday,21,23,Spencer St-Collins St (South)
403,2016-04-16 22:00:00,2016,April,16,Saturday,22,23,Spencer St-Collins St (South)
148,2016-04-16 23:00:00,2016,April,16,Saturday,23,23,Spencer St-Collins St (South)
142,2016-04-17 00:00:00,2016,April,17,Sunday,0,23,Spencer St-Collins St (South)
109,2016-04-17 01:00:00,2016,April,17,Sunday,1,23,Spencer St-Collins St (South)
76,2016-04-17 02:00:00,2016,April,17,Sunday,2,23,Spencer St-Collins St (South)
62,2016-04-17 03:00:00,2016,April,17,Sunday,3,23,Spencer St-Collins St (South)
31,2016-04-17 04:00:00,2016,April,17,Sunday,4,23,Spencer St-Collins St (South)
29,2016-04-17 05:00:00,2016,April,17,Sunday,5,23,Spencer St-Collins St (South)
60,2016-04-17 06:00:00,2016,April,17,Sunday,6,23,Spencer St-Collins St (South)
88,2016-04-17 07:00:00,2016,April,17,Sunday,7,23,Spencer St-Collins St (South)
150,2016-04-17 08:00:00,2016,April,17,Sunday,8,23,Spencer St-Collins St (South)
255,2016-04-17 09:00:00,2016,April,17,Sunday,9,23,Spencer St-Collins St (South)
266,2016-04-17 10:00:00,2016,April,17,Sunday,10,23,Spencer St-Collins St (South)
285,2016-04-17 11:00:00,2016,April,17,Sunday,11,23,Spencer St-Collins St (South)
239,2016-04-17 12:00:00,2016,April,17,Sunday,12,23,Spencer St-Collins St (South)
277,2016-04-17 13:00:00,2016,April,17,Sunday,13,23,Spencer St-Collins St (South)
258,2016-04-17 14:00:00,2016,April,17,Sunday,14,23,Spencer St-Collins St (South)
333,2016-04-17 15:00:00,2016,April,17,Sunday,15,23,Spencer St-Collins St (South)
304,2016-04-17 16:00:00,2016,April,17,Sunday,16,23,Spencer St-Collins St (South)
228,2016-04-17 17:00:00,2016,April,17,Sunday,17,23,Spencer St-Collins St (South)
225,2016-04-17 18:00:00,2016,April,17,Sunday,18,23,Spencer St-Collins St (South)
246,2016-04-17 19:00:00,2016,April,17,Sunday,19,23,Spencer St-Collins St (South)
187,2016-04-17 20:00:00,2016,April,17,Sunday,20,23,Spencer St-Collins St (South)
186,2016-04-17 21:00:00,2016,April,17,Sunday,21,23,Spencer St-Collins St (South)
160,2016-04-17 22:00:00,2016,April,17,Sunday,22,23,Spencer St-Collins St (South)
65,2016-04-17 23:00:00,2016,April,17,Sunday,23,23,Spencer St-Collins St (South)
58,2016-04-18 00:00:00,2016,April,18,Monday,0,23,Spencer St-Collins St (South)
15,2016-04-18 01:00:00,2016,April,18,Monday,1,23,Spencer St-Collins St (South)
8,2016-04-18 02:00:00,2016,April,18,Monday,2,23,Spencer St-Collins St (South)
9,2016-04-18 03:00:00,2016,April,18,Monday,3,23,Spencer St-Collins St (South)
7,2016-04-18 04:00:00,2016,April,18,Monday,4,23,Spencer St-Collins St (South)
54,2016-04-18 05:00:00,2016,April,18,Monday,5,23,Spencer St-Collins St (South)
219,2016-04-18 06:00:00,2016,April,18,Monday,6,23,Spencer St-Collins St (South)
658,2016-04-18 07:00:00,2016,April,18,Monday,7,23,Spencer St-Collins St (South)
1470,2016-04-18 08:00:00,2016,April,18,Monday,8,23,Spencer St-Collins St (South)
832,2016-04-18 09:00:00,2016,April,18,Monday,9,23,Spencer St-Collins St (South)
590,2016-04-18 10:00:00,2016,April,18,Monday,10,23,Spencer St-Collins St (South)
546,2016-04-18 11:00:00,2016,April,18,Monday,11,23,Spencer St-Collins St (South)
1010,2016-04-18 12:00:00,2016,April,18,Monday,12,23,Spencer St-Collins St (South)
930,2016-04-18 13:00:00,2016,April,18,Monday,13,23,Spencer St-Collins St (South)
548,2016-04-18 14:00:00,2016,April,18,Monday,14,23,Spencer St-Collins St (South)
558,2016-04-18 15:00:00,2016,April,18,Monday,15,23,Spencer St-Collins St (South)
638,2016-04-18 16:00:00,2016,April,18,Monday,16,23,Spencer St-Collins St (South)
954,2016-04-18 17:00:00,2016,April,18,Monday,17,23,Spencer St-Collins St (South)
538,2016-04-18 18:00:00,2016,April,18,Monday,18,23,Spencer St-Collins St (South)
